Address,BuildingArea,YearBuilt
55 Morefield Ct,,
1503/80 Lorimer St,,
53 Botanic Dr,,
44 Council St,,
38 Highfield Rd,,
3/28 Roger St,,
27A Ross St,,
86 Darvall St,,
151 Glenvale Rd,194.0,1970.0
18 Murndal Dr,350.0,1985.0
10 Besra Dr,148.0,2012.0
57 Fortress Rd,128.0,2013.0
4 Fossilstone Av,,
6c Hazel Av,,
14 Rae Av,,
4/213 Station St,,
72 Livingstone Rd,158.0,1980.0
1/46 Ruskin St,,
13/2 Selwyn Av,46.0,1970.0
1 Henry Ct,111.0,1975.0
12 Mecklenburg Cl,345.0,2008.0
97 Glass St,,
15 Miller St,,
176a Ogilvie St,,
176A Olgadi St,,
2/7 Royal Av,,
149 Anderson Rd,129.0,1995.0
13 Lowson St,176.0,1950.0
2/55 Marlborough St,,
3/85 Queens Pde,,
2 Twyford St,119.0,1960.0
6 William St,83.0,1960.0
76 William St,,
50 Bruce Cr,,1986.0
8 Fuchsia St,,1975.0
13 Johnson Dr,143.0,1970.0
101 Charles St,,
850 Brunswick St,,
119/200 Smithfield Rd,,
53 Stafford St,,
67 Glebe St,,
3 Beaumont Cr,161.0,1970.0
4 Lindrum Rd,,
13 Hoadley Av,114.0,1960.0
107 Willowbank Rd,218.0,
3/1110 Glen Huntly Rd,,
43 Albion Rd,,1945.0
47 Ashburton Rd,,
8/24 Edgar St,,
5/10 Osborne Av,,
45 Park Rd,,
1/292 Tooronga Rd,,
11 Bunker Cr,284.0,1975.0
5 Falconer St,,
21 Ingleside Cr,164.0,1975.0
11 The Ridge,119.0,1960.0
24A Isla Av,,
1/75 Morley St,,
50 Stanley St,,
1/8 Paterson Cr,,
25 Lavinia St,,
30 Wallace Dr,300.0,2002.0
34 Dickinson St,145.0,1960.0
79 West St,121.0,1950.0
9/237 Thomas St,,
4 Kelsall Ct,191.0,1965.0
1/62 Wickham Rd,,
58B Widdop Cr,,
9/10 Brook St,,
1/11 Creswick St,,
3/561 Glenferrie Rd,,
57 Haines St,98.0,1910.0
25 Henry St,,
6/9 Henry St,,
1/115 Riversdale Rd,,
1 Wright St,170.0,1930.0
5/15 Grandview Gr,,
63 Lingwell Rd,209.0,1910.0
25 Bronte St,123.0,1960.0
1/61 Brown St,,
30A Setani Cr,,
1/11 Matthieson St,,
14 Alabama Cl,170.0,2000.0
1 Arcadian Pl,,1999.0
13 Doris Dr,190.0,1992.0
2/20 Strathmore Cr,,
27 Warringa Cr,154.0,1975.0
4/10 Oriel Rd,,
19 Brazilia Av,,
13 Buckland Cr,,
5 Swift Ct,132.0,1990.0
2/224 Milleara Rd,,
112 Rachelle Rd,315.0,2009.0
166 Rachelle Rd,186.0,1960.0
17 Ronald Gr,166.0,2003.0
17/18 Mawbey St,,
1/82 Cobden St,,
1/36 Daniell Pl,,
13/912 Glenferrie Rd,,
2/9 Peel St,,
32 Hartwood St,247.0,1928.0
11 Irymple Av,171.0,1960.0
13 Jacinta Wy,,
48 Browning St,,1960.0
7/38 Bishop St,,
4/1 David St,,
3/47 King Pde,,
23 Watersedge Cl,144.0,1985.0
14 Bruce St,120.0,1970.0
87 Kingsway Dr,116.0,1970.0
87 Monash St,,1970.0
26 Bowen Rd,,
16 Kett St,,
2/40 Edward St,,
4 McArthur St,281.0,1999.0
25 John St,,1909.0
57a Midlothian St,,
14 Paxton St,106.0,1910.0
3/38 Sutherland St,,
47 Tennyson St,145.0,1910.0
44 The Boulevard,,
23 Westgarth St,,
108/55 Cumberland Dr,,
403/90 La Scala Av,,
1/8 Newstead St,,
2 Shearwater Cr,254.0,2010.0
9 Valnere St,149.0,1920.0
45 Fitzroy St,,
53 Lees St,,
3A Wattle Gr,100.0,1938.0
3 Melaleuca Dr,102.0,1990.0
2/6 Mitchell Cr,,
2309/668 Bourke St,,
108/15 Queens Rd,,
505/598 St Kilda Rd,,
10 Burleigh Rd,96.0,1970.0
12 Irving Rd,110.0,1975.0
12 Brennan St,95.0,1960.0
19 Lang Rd,,
14 Toolern St,125.0,1980.0
5 Waratah St,,
30 Empress Wy,193.0,1990.0
15 Hoddle Ct,,
7/60 Beach Rd,,
11/62 Beach Rd,,
3/42 Flinders St,,
1/62 Milan St,,
16 Phillip St,,
22 Callaway Cr,,
14 Newington Pde,191.0,2015.0
12 Silverwood Dr,218.0,2014.0
40 Newmarket Pde,333.0,2015.0
2 Dickerson Av,158.0,1990.0
25 Norwood Rd,172.0,1988.0
2/8 Orsett Ct,,
10A Alexander St,99.0,1960.0
1 Brian St,110.0,1950.0
18/12 Irvine St,,
425 Mitcham Rd,138.0,1965.0
8 Grace St,,
52 Zetland Rd,237.0,1900.0
1/30 Baldwin Av,,
2/5 Glengarriff Cr,,
2/59 Looker Rd,,
1A McCarthy Gr,177.0,1985.0
6/51 Buckley St,,
27 Kipling St,,
48 Park St,,
119 Vine St,159.0,1910.0
3/7 York St,,
5 Beilby St,175.0,1950.0
64 Partridge Wy,,
12/183 Beach Rd,,
2/32 Bizley St,,
5 Eagle Ct,152.0,1960.0
45 Mayfield Dr,115.0,1960.0
21 Roland St,209.0,2011.0
19 Trevor Ct,400.0,2017.0
20 Wadham Pde,238.0,1965.0
132 Hansworth St,,
8 Lola St,187.0,1970.0
396 Wellington Rd,,
25/41 Murrumbeena Rd,,
3/28 Rosella St,,
26 Ohio Cr,251.0,1994.0
1/48 Blenheim Rd,,
45A Graham St,130.0,2010.0
1/31 Maddox Rd,,
3/58 Mason St,,
4/144 Woods St,,
103/4 Hotham Rd,,
136 Capel St,,
407/64 MacAulay Rd,,
6/80 Oshanassy St,,
99a Christmas St,,
4 French Av,,
154 Gladstone Av,,
39 Gordon Gr,109.0,1920.0
29 Harper St,129.0,1900.0
14 Hayes St,,
43 Henry St,185.0,1900.0
6/4 Lex Gr,,
3/24 Magnolia St,,
3/20 Ridge Rd,,
57 Station Rd,,
10/1 Heath Av,,
38 Henry St,152.0,1950.0
3/17 Alexander Av,,
2/28 Lerina St,,
3/28 Lerina St,,
1/25 Murray Rd,,
2/39 Queen St,,
52 James St,122.0,1950.0
32 Waterford Ri,,
27 Elliot St,109.0,1950.0
29 The Corso,,
6 Arnold Ct,165.0,1960.0
143 Boundary Rd,106.0,1960.0
292 Gaffney St,120.0,1950.0
48A Landells Rd,,
13 Cloudy Cr,,
47 Dargy Ambl,,
155 Dunnings Rd,226.0,
12 Magnetic Av,259.0,2010.0
18 Tanoa Cr,186.0,2010.0
23 Tribeca Dr,,
92 Esplanade Pl,,
208/115 Nott St,,
340 Ross St,96.0,1910.0
231A The Boulevard,,
67 Chatsworth Rd,117.0,1890.0
4/36 Grandview Gr,,
35 Highbury Gr,,
5/1 Lumley Ct,,
15 Woodfull St,,
2 Wrights Tce,102.0,1900.0
6/2 Arthur St,,
11/4 Austral Av,,
2/33 Cramer St,,
2/9 Furzer St,,
465 Gilbert Rd,,1940.0
19 Latona Av,,
1/4 Spring St,,
2/24 Raglan Rd,,
55 Allenby Av,,
4 Clements Gr,131.0,1950.0
11 Cool St,,
16 Halsey St,129.0,1970.0
4/923 High St,,
2/47 Northernhay St,,
1/90 Pine St,,
22 Smith St,201.0,1950.0
4 Winter Cr,110.0,1950.0
64 Butler St,,
24 Leslie St,123.0,1910.0
13 Murphy St,125.0,1900.0
89 York St,,
1/48 Heywood St,,
104 Warrandyte Rd,245.0,2007.0
19 Wildwood Gr,,
7 Dublin Rd,144.0,2016.0
12 Cantala Cr,,
2/5 Denver Cr,,
128 Seebeck Rd,0.0,1990.0
132 Abbott St,119.0,1950.0
27 Gladstone St,183.0,1990.0
26 Vincent St,170.0,1978.0
13 Avril St,,
59 Gamon St,78.0,1914.0
7 Tennyson St,103.0,1930.0
132 Cobden St,,
13/66 Montague St,,
257 Moray St,196.0,2003.0
7/36 Cromwell Rd,,
7/10 Darling St,,
30 Palermo St,139.0,1905.0
6/435 Punt Rd,,
5/58 Toorak Rd,,
5/86 Kavanagh St,,
6 George St,109.0,1915.0
48 Gray St,,
27 Wareham St,,
1 Whiteside St,94.0,1955.0
137 Alfrieda St,131.0,1960.0
14 Garfield St,,
11 Magnus St,,
9 Swansea Pde,,1960.0
23 Tyrone Ct,,
2/104 Barkly St,,
7/188 Barkly St,,
10/12 Blessington St,,
20a Wordsworth St,,
8 Houston Av,,
19 Mascoma St,104.0,1950.0
2/2 Roland Av,132.0,2012.0
1/26 Streldon Av,,
19 Wendora St,161.0,2008.0
31 Caravelle Cr,,
8 Curtin Dr,,
13 Fullbrook Dr,,
34 Holland Rd,,
145 McKell Av,,
36 Stewarts La,,
13c Thomson St,,
22 Ford Av,,
17 Dalton St,,
1 Gum St,,
25A Chestnut St,,
43 Florence Rd,,
1/35 Kennealy St,,
1/7 Montrose Ct,,
7 Annies Wy,,
14 Shearwater Ct,,
14 Bobbora Ct,,
14 Chichester Dr,,
13 Clifton Ct,,
3 Lynne Ct,30.0,
18 Reed Cr,,
8 Cottswold Ri,,
17 Montclair Ct,305.0,1980.0
13 Shakespeare Dr,265.0,1985.0
13 Morang Av,246.0,1970.0
44 Main St,,
10/167 Darebin Rd,,
3 Kelvin Gr,,
50 Leinster Gr,164.0,2017.0
142 Normanby Av,90.0,1915.0
7/135 Raleigh St,,
4 Raleigh St,143.0,1910.0
388b Station St,,
3/25 Wilmoth St,,
24 Glyndebourne Av,214.0,1936.0
40 Brigalow Dr,173.0,2009.0
3/22 Banksia Gr,,
20 Adele St,,
19 Boronia Rd,248.0,
82 Park Cl,,
19 Duff Pde,55.0,
17 Moran St,,1970.0
1 Parsons Pl,177.0,2017.0
146 Windham St,,
7 Chappell Dr,,
16 Allunga Wy,282.0,2017.0
10 Galvin Rd,138.0,1960.0
36 Hawkesbury Rd,,
9 Noelhurst Ct,201.0,1990.0
3 Princes Ct,,
80 Westleigh Dr,,
22/709 Barkly St,,
25 Devonshire St,,
17 Stanley St,,
4 Stony La,,
13 Waiora Pde,,
138 Grandview Rd,263.0,1985.0
20 Albert St,95.0,1900.0
15 Andrew St,138.0,1900.0
53 Raleigh St,108.0,1880.0
28 Upton Rd,130.0,1880.0
23 Bellerive Rd,135.0,2013.0
42 Rhone Dr,0.0,
22 Hawkstone Rd,,
11 Minindee Rd,,
1/9 Elonera Av,,
31 Bromyard St,,
374 Francis St,,
1 Lormer St,90.0,1920.0
17/40 Murray St,,
141 Somerville Rd,,
259 Williamstown Rd,,
18 Valiant St,,1900.0
18 Allan St,,
3 Tamar St,,
49 Marshall Rd,,
155a Parer Rd,80.0,
206 Kerferd Rd,,
96 Page St,,
7 Brisbane St,146.0,1950.0
13 Wyalong St,164.0,2015.0
4/24 Como St,,
22a Lowther St,,
21 Shiers St,,
21 Tower Av,,
19 McBain St,,
20 McIntyre Dr,,
16 Angus Av,,
124 Chambers Rd,,
2/35 Kyle Rd,,
76 May St,,
78 May St,,
271 Millers Rd,111.0,1970.0
1/26 Rymill Ct,,
103A Sixth Av,,
3 Third Av,100.0,1970.0
24 Holt St,,
55 Lawrence St,,
1/519 Dandenong Rd,,
6/22 Derby St,,
5 Eileen St,93.0,1930.0
796 Malvern Rd,,
10 Royal Cr,112.0,1930.0
4/51 Wattletree Rd,,
42 Bank St,,
10 Enclave Av,110.0,2016.0
23 Haven Cr,,
35 Hurtle St,,
5 McCully St,194.0,1900.0
37 Mirams St,126.0,1900.0
3/44 North St,,
15 Bardia Av,,
8 Johnston St,,
10 Meaden St,,
2/16 Samarinda Av,,
56 Cleveland Rd,132.0,1960.0
6 Leonard St,,
8 Rocklands Rd,,
137 Nepean Hwy,177.0,1995.0
2 Second Av,,
3 Wanda Ct,142.0,1995.0
53 Branagan Dr,181.0,1995.0
44 Sutherland Av,104.0,1980.0
123 Riviera Rd,,
11 Marlborough St,,
28 Burroughs Rd,,
35 Elliott Av,,
1 Metung St,,
31 Narrak Rd,134.0,1950.0
17 Relowe Cr,281.0,2006.0
122 Winmalee Rd,,
432 Balwyn Rd,,
2A Buchanan Av,,
56 Cityview Rd,,
31 Corhampton Rd,,
45 Dight Av,168.0,1940.0
12 Ellsa St,,1950.0
3 Ellsa St,,
14 Hillview Rd,,
16 Hillview Rd,,
2/26 Maud St,,
2B Maylands Av,187.0,2009.0
1/131 Charman Rd,,
8/1 Coles Ct,,
6 Harfleur Av,,
1/14 Reserve Rd,,
2/45 Reserve Rd,,
46A Reserve Rd,,
17 Scott St,,
3a Wall St,,
1/168 Centre Rd,,
7/267 Centre Rd,,
5 Charlton St,,
6 Gilbert Gr,332.0,2007.0
2/66 Jasper Rd,,
12 Miles St,389.0,1998.0
2/59 Mortimore St,,
32 Railway Cr,,
5/187 Tucker Rd,,
1 Wyuna Ct,242.0,2019.0
20b Begg St,,
147a Bignell Rd,,
67 Bignell Rd,,
2/96 Castlewood St,,
6/259 East Boundary Rd,,
2/45 Elizabeth St,,
3/45 Elizabeth St,,
17 Kenjulie Dr,177.0,1965.0
2 Latham St,,
73 Stockdale Av,135.0,1960.0
91 Stockdale Av,,
61 Tambet St,,2013.0
1/59 Tudor St,,
1/17 Warwick St,,
30 Wingate St,,
14 Mittagong Ct,,
11a Ardoyne St,,
5/12 Ebden Av,,
1 Clifton St,,
37 Elmhurst Rd,151.0,
7 Ernest St,,
35 Francis St,,
6 Garie St,,
10 Haydn St,,
7 Kevin Av,,
4B Pakenham St,,
2/8 Service Rd,,
3/17 Tyrrell Av,,
2 Wolseley Cr,,
19 Kurrajong Wy,200.0,1990.0
10 Verbena St,,
45 Baratta St,,
2a Barns St,,
10 Barrina St,150.0,
27 Gissing St,240.0,1966.0
22 Cirrus St,224.0,2010.0
36 Mernda Av,,
47 Faraday St,,1950.0
19 Rathmullen Rd,128.0,1983.0
5 Stoneleigh Av,,
29 Albion Rd,307.0,1880.0
405/2 Archibald St,,
3 Maple St,,
3/21 Watts St,,
305 Ballarat Rd,110.0,1950.0
25 Myamyn St,119.0,1950.0
194B Church St,,
56A Dendy St,324.0,1960.0
27 Foote St,,
1/103 Martin St,,
5 Southey St,,
58 Sussex St,,1955.0
84 Baird St,,
3/141 Centre Rd,,
16 Clonaig St,249.0,1925.0
8A Denton St,,
630 Hawthorn Rd,99.0,1920.0
10 Lockwood Av,,
5 Canni Ct,103.0,1970.0
12 Marong Ct,,
5 Marong Ct,134.0,2009.0
14 Railway Cr,87.0,
86 Ripplebrook Dr,117.0,1970.0
23 Conifer Av,,
1/4 Balmer St,,
21 Barrow St,165.0,1890.0
39 Bishop St,103.0,1900.0
1/67 Blyth St,,
14/38 Canberra St,,
20 Connelly St,176.0,1920.0
301/1 Dods St,,
115 Donald St,,
159 Edward St,134.0,1916.0
93 Edward St,,
30 Lyle St,,
14 Murdock St,162.0,2005.0
5/24 Stewart St,,
4/111 Victoria St,,
44 Daly St,,
2/206 Dawson St,,
6/12 Grantham St,,
43 Hunter St,,
9/6 McLean St,,
3/390 Moreland Rd,,
6 Shamrock St,243.0,
522 Victoria St,120.0,1930.0
1/9 Bruce St,,
2/16 Furneaux Gr,,
14 Lachlan Gra,,
8/116 Manningham Rd,,
40/78 Manningham Rd,,
7 Springbank Ct,,
33 The Crest,,
36 Westwood Dr,,
4 White Wy,,
2/119 Willow Bnd,,
21 Ashbrook Cct,212.0,1975.0
5 Crabtree Ct,,
11 Doidge St,,
17 Doidge St,,
16 Ebony Dr,140.0,1975.0
8 Ellery St,453.0,
228 Greenhills Rd,,
89 Josef Av,521.0,1989.0
32 Timberglades Dr,151.0,2002.0
42 Worcester Cr,,
2/20 Johnston St,,
3 Loudon Rd,,
1 Maltby Wk,,
29 Murray Dr,130.0,1950.0
4/26 Jonathan Av,,
12 Sunnybrae Cct,185.0,2004.0
7 Aisbett Av,249.0,1940.0
1/10 Allambee Av,,
49 Fairview Av,164.0,1930.0
2/2 Garden Rd,189.0,2013.0
1/1 Glen Iris Rd,,
6/74 Glyndon Rd,,
20 Gowar Av,,
5/5 High Rd,,
10 Orange Gr,,
641 Riversdale Rd,235.0,1915.0
4/34 Thomas St,,
1299 Toorak Rd,,
2/8 Tyne St,,
15 Victoria Rd,,
7 Kalgoorlie Ct,,
162A Somerset Rd,,2010.0
2/6 Daphne St,,
45 Monomeath Av,,
162 Canning St,,
70 Carlton St,190.0,1880.0
1/19 Keppel St,,
205/85 Rathdowne St,,
26 Tyne St,138.0,1998.0
294 Canning St,,
9/1066 Lygon St,,
205/28 Jersey Pde,,
3/277 Koornang Rd,,
7/329 Neerim Rd,,
2/21 Eel Race Rd,,
1/46 Whatley St,,
27 Arcadia St,199.0,1998.0
7 Daniell Cr,,
9/7 Kooyong Rd,,
11 Russell St,327.0,2013.0
13 Sycamore St,128.0,1919.0
1/53 Teak St,,
10 Gooyong Av,260.0,
3 Axelton St,,
53a Cavanagh St,182.0,2017.0
1/2 Coleman Ct,,
1/5 David Ct,,
115 Devon St,,
20 Eagland Rd,,
1/23 Jean St,,
9 Oak Av,,
21 Parnell St,120.0,1960.0
1/39 Sunray Av,,
22 Weymar St,,
3/34 Crawford Rd,,
54 Davanzo Av,,
1/2 Alice St,,
47 Beddoe Av,186.0,1950.0
40 Browns Rd,111.0,1960.0
25 Eva St,,
8 Prince St,134.0,1955.0
125 Bourke Rd,,
23D Grant St,129.0,2005.0
12/16 The Esplanade,,
19 Fleuve Ri,,
7/136 Bell St,,
48 Bruce St,,
97 Connolly Av,82.0,1948.0
17 Darlington Gr,,
11 Gilmour St,100.0,1950.0
8 Grey Ct,,
27 Hardwick St,,
87 Linda St,,
14 Mayfield St,,
70 Murray St,,
2 Norman St,,
24 Ross St,,
4 Allenby St,124.0,1930.0
14 Boyd Cr,102.0,1950.0
2/29 Goleen St,,
10/55 Islington St,,
145 Langridge St,,
11 Brampton Cl,,
20 Dashing Rd,232.0,2015.0
13 Elsternwick Wy,,2009.0
37 Escapade Bvd,405.0,2016.0
24 Fawkner La,,
7 Goodrich Ct,,
79 Langdon Cr,,
30 Riversdale St,130.0,2001.0
29 Somersby Rd,166.0,2011.0
98 Wattletree St,,
2 Delmont Ct,84.0,1970.0
20 Arbourlea Bvd,,
218/140 Swan St,,
11 Alwyn St,93.0,1950.0
5 Lindisfarne Av,235.0,1945.0
3 Robinson St,,
1/6 Victory St,,
18 Lakeside Cr,,
7 Susans Ct,,
10 Morwell Cr,,
6 Riches St,117.0,1970.0
31 Washington St,97.0,1960.0
3 Aratula St,172.0,1960.0
17 May Ct,,
30 Olive St,,1956.0
1/21 Wedge St,,
11 Huxley Av,154.0,
1/37 Dumfries St,,
9 Meakin Wy,144.0,2010.0
6 Green Cl,,
59 Maxwelton Cct,,
14 Chusan Ct,,
2/38 Haley St,,
59 Haley St,,
29 The Parkway,170.0,1978.0
41A License Rd,160.0,1980.0
23 Heathland Wy,209.0,2001.0
53 Jacks Av,,1976.0
32 Clancys La,153.0,1970.0
1 Curnola Av,131.0,1962.0
2/8 Fairway Rd,,
66 Margot Av,226.0,2000.0
11 Outhwaite Av,128.0,1970.0
6 Parkview Pl,,
3 Paul St,,
41 The Boulevarde,,
34 McKenzie St,,1970.0
10 Morinda Cr,,
35 Owens St,194.0,1980.0
13/18 Peter St,,
14 Amys Gr,178.0,2008.0
117A Glenvale Rd,173.0,2013.0
2/23 Sonia St,,
38 Orchard Rd,120.0,2013.0
78 Studley Rd,,
8/22 Agnes St,,
6/37 George St,,
6A Berry Av,,
1/80 Keith Av,,
6/237 Station St,,
13 Gladstone Pde,408.0,1890.0
1/20 Hoddle St,,
36 Horne St,,
113/37 Park St,,
2/36 Riddell Pde,,
8 Catherine Ct,,
2/41 Luck St,,
34 Foam St,,2005.0
127A Ruskin St,,
2/48 Tennyson St,,
13 Wilkinson Wy,347.0,
33 Abercrombie Gr,290.0,2010.0
2 Axebridge Cct,216.0,2006.0
3 Ayers Ct,152.0,1970.0
31 Camouflage Dr,,
2/42 Cooper St,,
22 Gammage Bvd,,2011.0
23 Nesting Ct,,2005.0
20 Quartz Gr,207.0,2005.0
13 Raven Wk,,
22 Rockfield St,180.0,2010.0
63 Shields St,,
37 Daisy St,185.0,1910.0
3/61 Deakin St,,
38C Fletcher St,181.0,2000.0
12/96 Glass St,,
70 Hedderwick St,254.0,1920.0
47 King St,,
18 Lawson St,,
22 McPhail St,272.0,2015.0
8 Ogilvie St,,
3/245 Pascoe Vale Rd,,
1/42 Richardson St,,
107 Roberts St,,
5A Roberts St,292.0,2010.0
13 Wright St,,
4/144 Perry St,,
100 Rathmines St,,
58 Rathmines St,130.0,1910.0
269 Station St,,
100 Anderson Rd,,
12A Major Rd,,
36 Major Rd,,
84 Major Rd,,
28 McDougall St,,
49 Percy St,,
42 Tucker St,166.0,1970.0
15 William St,,
10 Alida Ct,195.0,1996.0
82 Bryden Dr,171.0,1985.0
9 Bryden Dr,,
12 Easton Ct,,
62 Helen Rd,170.0,1970.0
6/144 Rose St,,
83 Holden St,150.0,1910.0
12/3 Miller St,,
497 Napier St,,
4/582 Nicholson St,,
15 Willowbank Rd,183.0,1980.0
19/60 Farnham St,,
126 Princes St,,
1 Waltham St,143.0,1890.0
32 Chatham St,,1900.0
2a Everard St,,
50 Everard St,2.0,
17 Tait St,,
14 Tiernan St,102.0,1920.0
66 Stevens Rd,,
20 Bondi Av,,
5 Jolly St,105.0,1920.0
1 Barriedale Gr,,1980.0
13 Buckingham Pl,199.0,
5/177 North Rd,,
24 Hilltop Wy,,
47 Willowbank Rd,,
3 Bede Ct,,
9 Farley Ct,19.0,1970.0
10 Woodstock Dr,,
10 James St,207.0,1950.0
4/9 Park Av,,
9 Hortense St,,
30 Lomond St,,
16 Nepean St,,1930.0
3/21 Osborne Av,,
142 Summerhill Rd,,1930.0
14 Valley Pde,170.0,1990.0
2/4 Clematis St,,
1 Evelyn St,,
323 Gallaghers Rd,,
6 Goodin Gr,,
2/10 Lancelot Cr,,
42 Maylands Cr,,
30 Myrtle St,,
54 Torwood Av,,
72 Whites La,,
70b Windella Cr,,
55 Grandview St,140.0,1950.0
25 Hilda St,93.0,1950.0
41A Morell St,,
47 Balerno Cir,134.0,2003.0
64 Gowanbrae Dr,186.0,2000.0
10 Avandina Cr,197.0,1980.0
3/3 Echuca Rd,,
5/40 Hailes St,,
87 Hailes St,,
57 Henry St,120.0,1970.0
35 Plenty La,,
23 Sunrise Dr,151.0,1995.0
131 Warralong Av,256.0,1985.0
1/57 Warwick Rd,,
35 Yando St,,
28 Frontier Av,121.0,2015.0
48 Horizon Bvd,154.0,
15 MacLaren Ct,317.0,1999.0
9 Moffat Ct,,
26 Perugia Av,0.0,2013.0
9 Posy St,177.0,2015.0
90 Hilton St,107.0,1970.0
8/21 Alicia St,,
24A Bridge St,,
12 Gillies St,,
94 Orlando St,,
17 Exley Rd,,
1 Henrietta St,6178.0,
3/55 Lonsdale Av,,
342 Auburn Rd,,
17 Belgrave St,,
13 College St,125.0,1890.0
209/8 Luton La,,
4 Rae St,294.0,1910.0
11/107 Riversdale Rd,,
46 Robinson Rd,,
64 Wattle Rd,,
3/15 Yarra St,,
33 Auburn Gr,98.0,1910.0
8/456 Barkers Rd,,
211/96 Camberwell Rd,,
1/32 Clifton Rd,,
1/11 Grandview Gr,,
41 Leura Gr,310.0,1988.0
14 Mont Ct,250.0,1969.0
26 Altona St,145.0,1930.0
11 Dougharty Rd,,
79 Edwin St,,
13 George St,,
1/17 View St,,
43 Wilson St,,1950.0
4 Worthing Rd,,1950.0
33 Allenby Rd,157.0,1998.0
175 Community Hub,180.0,2001.0
22 Penlow Ct,159.0,1995.0
10 Derrimut Rd,112.0,1980.0
24 Fourth Av,,1960.0
9 Hughes St,,
7 McMillan Ct,122.0,1990.0
27 Quarrion Ct,108.0,2000.0
13 Rodney Ct,,
45 Spring Dr,,
8 Stella Wy,180.0,2003.0
10 Bowen St,170.0,1900.0
3/61 Beatty St,,
2/16 Green St,,
1/22 Green St,,
7/84 Marshall St,,
10 Bliburg St,115.0,1975.0
1/24 Bliburg St,,
15 Fidge Ct,,
7 Leech Ct,,
7 Malcolm St,,
59 Rowan Dr,146.0,2012.0
1/49 Goodwood Dr,,
2/1 Gunsynd Ct,,
4 Brees Rd,348.0,1970.0
3/17 Cohen St,,
211/255 Racecourse Rd,,
25 Barrington Av,,
2/29 Barrington Av,,
3 Bowen St,242.0,1913.0
6 Bowyer Av,,
5 Bright St,196.0,1930.0
29 Cecil St,,
21 Dean St,,1889.0
5 Majella Ct,,
16/17 Marshall Av,,
18 Pakington St,221.0,1915.0
47 Parkhill Rd,,
10/60 Princess St,,
7 Thomas St,115.0,2004.0
4/29 Walpole St,,
67 Wellington St,478.0,1880.0
16 Clyde St,,1929.0
16 Frater St,,
2/8 Hamilton St,,
65 Munro St,280.0,1939.0
34 Beatrice St,,
4/20 Durham Rd,,
7/4 Palm Gr,,
19 Aldergate Cr,18.0,1985.0
1/367 Taylors Rd,,
112 Wales St,150.0,1915.0
36 Laura Rd,,
114 Oconnor Rd,,
4/459 Glenferrie Rd,,
56 French St,,
16 Kenna Dr,,
29 Bristol Cr,,
6/8 Longs Rd,,
37 Chapman St,,
3/64 Erskine Rd,,
5/19 Burns St,,
11/44 Eucalyptus Dr,,
5 Smith St,123.0,1960.0
2 Embling Rd,,
1/2 Finlayson St,,
6B Henderson Av,,
5 Isabella St,243.0,2004.0
13 Wilks Av,435.0,1930.0
40 Belson St,,1920.0
59 Brunel St,,
1B Ivanhoe Gr,,
11 Karma Av,,
55 Midlothian St,,
42A Paxton St,199.0,1935.0
2 Peak St,,1950.0
24 Gatehouse Pl,70.0,1911.0
45 Magazine Wy,,
1/4 Glen Orme Av,,
14 Hall St,,
1 Camms Wy,,
5 Homewood Ct,,
16 Hopkins Wy,,
25 Melaleuca Dr,115.0,1990.0
5 Mia Pl,,
606/668 Bourke St,,
704/39 Queen St,,
37/453 St Kilda Rd,,
602/519 St Kilda Rd,,
24 Brennan St,114.0,1975.0
4 Eliana Cl,169.0,1990.0
1/4 Alvena St,,
83 Collins St,,1933.0
23 Flinders St,192.0,1940.0
49 Cortona Gra,,
7 Francesca Dr,193.0,2010.0
25 Lockhart St,,
18 Pomegranate Gr,206.0,
1/267 Beaconsfield Pde,,
36 Park Rd,192.0,1900.0
8 Wright St,155.0,1880.0
60 Blackman Av,,
25 Carroll Cr,169.0,1993.0
273 Childs Rd,,
7 Flintoff Ct,,
9 McClelland Dr,,
8 Northam Ct,,
61 Pindari Av,,
5 Protea Ct,136.0,1985.0
54 Barkly Tce,,
1/11 Basingstoke Rd,,
5/35 Glenburnie Rd,,
33 Linlithgow St,,
1/5 McGhee Av,,
9/385 Mitcham Rd,,
12 Carrick St,,
6 Carson Av,250.0,1927.0
2 High St,226.0,1937.0
3/42 Zetland Rd,,
8 Aanensen Ct,,
1/17 Alexander St,,
37 Addison St,183.0,1910.0
23 Byron St,,
86C Clarinda Rd,,
22 Darling St,174.0,1940.0
28 Steele St,,
3/1 Alison St,,
7/88 Chapel Rd,,
3 Joan St,,
2/3 William St,,
31 Andrew St,,
173 Cardigan Rd,,
33 Highland Cr,,
25 Neville St,,
5 Partridge Wy,,
1/13 Albert St,,
385 Nepean Hwy,,
56 Alice St,,
69 Bruce St,,
49 Carrol Gr,,
18 Judith Ct,137.0,1960.0
233 Lawrence Rd,,
11 Mummery St,,
27 Solomon St,150.0,1968.0
40 Sunhill Rd,139.0,1960.0
37 The Highway,,
68 Wilga St,259.0,2015.0
6 Murdoch Av,,
2 Atkinson St,,
2/1 Kitmont St,,
2/32 Rosella St,,
6 Thaxted Rd,,
10a Shrives Rd,,
53 Agg St,105.0,1940.0
78 Anderson St,250.0,2015.0
4/42 Bradley St,,
2A Ford St,107.0,2009.0
3/169 Mason St,,
195 Mason St,110.0,1950.0
3 Mirls St,,
44 Diamond St,,
34 Grandview Rd,,
23 Hutchison St,270.0,2009.0
63A Nolan St,270.0,2017.0
