CouncilArea,Postcode,Regionname,Bedroom2,Bathroom,Car,Propertycount,Landsize,Distance,Lattitude,Longtitude
Hume City Council,3064.0,Northern Metropolitan,4.0,2.0,2.0,15510.0,543.0,20.6,-37.59902,144.90479
Hume City Council,3064.0,Northern Metropolitan,3.0,1.0,2.0,15510.0,512.0,20.6,-37.80696302719972,144.99671101938742
Hume City Council,3064.0,Northern Metropolitan,3.0,2.0,1.0,15510.0,150.0,20.6,-37.57247,144.92659
Yarra City Council,3121.0,Northern Metropolitan,2.0,2.0,3.0,1123.0,146.0,2.4,-37.82816,144.99532
Maroondah City Council,3136.0,Eastern Metropolitan,4.0,2.0,2.0,11925.0,1068.0,23.0,-37.7841,145.28877
Maroondah City Council,3136.0,Eastern Metropolitan,3.0,1.0,1.0,11925.0,773.0,23.0,-37.79385,145.25666999999999
Maroondah City Council,3136.0,Eastern Metropolitan,3.0,1.0,2.0,11925.0,512.0,23.0,-37.80696302719972,144.99671101938742
Maroondah City Council,3136.0,Eastern Metropolitan,3.0,1.0,2.0,11925.0,512.0,23.0,-37.80696302719972,144.99671101938742
Maroondah City Council,3136.0,Eastern Metropolitan,3.0,1.0,2.0,1705.0,512.0,23.0,-37.80696302719972,144.99671101938742
Hume City Council,3047.0,Northern Metropolitan,3.0,1.0,2.0,2246.0,615.0,14.0,-37.66686,144.93747
Greater Dandenong City Council,3175.0,South-Eastern Metropolitan,3.0,1.0,1.0,10894.0,584.0,24.7,-37.97745,145.2009
Greater Dandenong City Council,3175.0,South-Eastern Metropolitan,3.0,2.0,2.0,8322.0,540.0,24.7,-37.94455,145.20036000000002
Greater Dandenong City Council,3175.0,South-Eastern Metropolitan,4.0,2.0,2.0,8322.0,553.0,24.7,-37.946909999999995,145.20255
Boroondara City Council,3103.0,Southern Metropolitan,3.0,1.0,2.0,892.0,512.0,7.9,-37.80696302719972,144.99671101938742
Brimbank City Council,3023.0,Western Metropolitan,4.0,2.0,2.0,6388.0,401.0,14.8,-37.77475,144.75653
Nillumbik Shire Council,3089.0,Northern Victoria,4.0,2.0,2.0,4258.0,754.0,21.8,-37.67695,145.14186999999998
Hume City Council,3427.0,Western Metropolitan,3.0,2.0,2.0,1184.0,690.0,27.7,-37.624340000000004,144.71021000000002
Kingston City Council,3172.0,South-Eastern Metropolitan,3.0,2.0,2.0,3940.0,994.0,22.2,-37.98718,145.13375
Kingston City Council,3172.0,South-Eastern Metropolitan,4.0,2.0,2.0,3940.0,556.0,22.2,-37.98722,145.13573
Kingston City Council,3172.0,South-Eastern Metropolitan,3.0,2.0,2.0,3940.0,572.0,22.2,-37.98068,145.13388999999998
Kingston City Council,3172.0,South-Eastern Metropolitan,3.0,2.0,3.0,3940.0,532.0,22.2,-37.9796,145.12431999999998
Kingston City Council,3172.0,South-Eastern Metropolitan,3.0,2.0,2.0,3940.0,531.0,22.2,-37.982690000000005,145.12811000000002
Manningham City Council,3109.0,Eastern Metropolitan,4.0,2.0,1.0,10999.0,728.0,14.3,-37.799409999999995,145.15742
Manningham City Council,3109.0,Eastern Metropolitan,3.0,1.0,2.0,10999.0,512.0,14.3,-37.80696302719972,144.99671101938742
Manningham City Council,3109.0,Eastern Metropolitan,3.0,1.0,0.0,10999.0,728.0,14.3,-37.78682,145.15866
Manningham City Council,3109.0,Eastern Metropolitan,3.0,1.0,2.0,10999.0,512.0,14.3,-37.80696302719972,144.99671101938742
Manningham City Council,3109.0,Eastern Metropolitan,4.0,2.0,2.0,10999.0,785.0,14.3,-37.75528,145.17600000000002
Manningham City Council,3111.0,Eastern Metropolitan,3.0,1.0,2.0,4790.0,512.0,16.1,-37.80696302719972,144.99671101938742
Manningham City Council,3111.0,Eastern Metropolitan,3.0,1.0,2.0,4790.0,512.0,16.1,-37.80696302719972,144.99671101938742
Nillumbik Shire Council,3754.0,Northern Victoria,3.0,2.0,2.0,7254.0,319.0,25.9,-37.60044,145.12161
Nillumbik Shire Council,3754.0,Northern Victoria,3.0,2.0,2.0,7254.0,368.0,25.9,-37.60779,145.11774
Nillumbik Shire Council,3754.0,Northern Victoria,6.0,3.0,2.0,7254.0,518.0,25.9,-37.57785,145.12413
Nillumbik Shire Council,3754.0,Northern Victoria,3.0,2.0,1.0,7254.0,336.0,25.9,-37.60472,145.1262
Banyule City Council,3084.0,Eastern Metropolitan,3.0,1.0,2.0,1651.0,512.0,8.9,-37.80696302719972,144.99671101938742
Banyule City Council,3084.0,Eastern Metropolitan,4.0,3.0,3.0,1651.0,473.0,8.9,-37.75922,145.05555
Kingston City Council,3196.0,South-Eastern Metropolitan,3.0,2.0,2.0,2546.0,367.0,27.0,-38.0431,145.11545
Kingston City Council,3196.0,South-Eastern Metropolitan,3.0,1.0,2.0,2546.0,512.0,27.0,-37.80696302719972,144.99671101938742
Kingston City Council,3196.0,South-Eastern Metropolitan,3.0,1.0,2.0,2546.0,512.0,27.0,-37.80696302719972,144.99671101938742
Glen Eira City Council,3185.0,Southern Metropolitan,5.0,2.0,4.0,4898.0,729.0,7.2,-37.88854,145.01357
Glen Eira City Council,3185.0,Southern Metropolitan,4.0,2.0,1.0,4898.0,408.0,7.2,-37.87979,145.01266999999999
Glen Eira City Council,3185.0,Southern Metropolitan,3.0,2.0,1.0,4898.0,346.0,7.2,-37.88319,145.01142
Glen Eira City Council,3185.0,Southern Metropolitan,3.0,1.0,2.0,4898.0,512.0,7.2,-37.80696302719972,144.99671101938742
Glen Eira City Council,3185.0,Southern Metropolitan,3.0,2.0,2.0,4898.0,520.0,7.2,-37.889829999999996,145.00497
Glen Eira City Council,3185.0,Southern Metropolitan,3.0,1.0,2.0,4898.0,512.0,7.2,-37.80696302719972,144.99671101938742
Glen Eira City Council,3185.0,Southern Metropolitan,3.0,1.0,2.0,4898.0,512.0,7.2,-37.80696302719972,144.99671101938742
Banyule City Council,3095.0,Eastern Metropolitan,3.0,2.0,2.0,6990.0,1960.0,18.0,-37.73401,145.13783999999998
Banyule City Council,3095.0,Eastern Metropolitan,4.0,2.0,3.0,6990.0,1046.0,18.0,-37.69823,145.17286000000001
Banyule City Council,3095.0,Eastern Metropolitan,3.0,1.0,2.0,6990.0,512.0,18.0,-37.80696302719972,144.99671101938742
Banyule City Council,3095.0,Eastern Metropolitan,3.0,1.0,2.0,6990.0,512.0,18.0,-37.80696302719972,144.99671101938742
Banyule City Council,3095.0,Eastern Metropolitan,3.0,1.0,2.0,6990.0,1323.0,18.0,-37.70463,145.1588
Banyule City Council,3095.0,Eastern Metropolitan,3.0,2.0,2.0,2346.0,752.0,18.0,-37.7019,145.14668
Port Phillip City Council,3184.0,Southern Metropolitan,3.0,1.0,2.0,8989.0,512.0,7.2,-37.80696302719972,144.99671101938742
Port Phillip City Council,3184.0,Southern Metropolitan,4.0,3.0,2.0,8989.0,339.0,7.2,-37.882709999999996,144.99216
Port Phillip City Council,3184.0,Southern Metropolitan,3.0,1.0,2.0,8989.0,512.0,7.2,-37.80696302719972,144.99671101938742
Port Phillip City Council,3184.0,Southern Metropolitan,3.0,1.0,2.0,8989.0,512.0,7.2,-37.80696302719972,144.99671101938742
Port Phillip City Council,3184.0,Southern Metropolitan,3.0,2.0,3.0,8989.0,548.0,7.2,-37.88349,144.98711
Casey City Council,3802.0,South-Eastern Metropolitan,4.0,3.0,2.0,8443.0,581.0,28.5,-37.98081,145.26047
Whittlesea City Council,3076.0,Northern Metropolitan,3.0,2.0,2.0,10926.0,461.0,19.6,-37.628440000000005,145.00884
Whittlesea City Council,3076.0,Northern Metropolitan,3.0,1.0,2.0,10926.0,512.0,19.6,-37.80696302719972,144.99671101938742
Whittlesea City Council,3076.0,Northern Metropolitan,3.0,1.0,2.0,10926.0,541.0,19.6,-37.64567,145.03434
Whittlesea City Council,3076.0,Northern Metropolitan,5.0,2.0,2.0,10926.0,612.0,19.6,-37.635940000000005,145.03306
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,607.0,7.5,-37.744409999999995,144.92318999999998
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,512.0,7.5,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,767.0,7.5,-37.74305,144.90361000000001
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,9264.0,647.0,7.5,-37.75144,144.8938
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,4.0,9264.0,810.0,7.5,-37.74452,144.89144
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,512.0,7.5,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,9264.0,233.0,7.5,-37.75412,144.89546
Moonee Valley City Council,3040.0,Western Metropolitan,5.0,3.0,2.0,9264.0,334.0,7.5,-37.749990000000004,144.89622
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,512.0,7.5,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,9264.0,512.0,7.5,-37.80696302719972,144.99671101938742
Darebin City Council,3078.0,Northern Metropolitan,3.0,1.0,2.0,2970.0,512.0,5.7,-37.80696302719972,144.99671101938742
Hume City Council,3060.0,Northern Metropolitan,3.0,2.0,2.0,5070.0,689.0,13.1,-37.70762,144.97687
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,1.0,5070.0,720.0,13.1,-37.705909999999996,144.97636
Hume City Council,3060.0,Northern Metropolitan,3.0,2.0,1.0,5070.0,595.0,13.1,-37.69628,144.96752
Hume City Council,3060.0,Northern Metropolitan,3.0,2.0,4.0,5070.0,533.0,13.1,-37.69747,144.9744
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,2.0,5070.0,603.0,13.1,-37.71376,144.97239
Yarra City Council,3065.0,Northern Metropolitan,3.0,1.0,2.0,5825.0,512.0,2.1,-37.80696302719972,144.99671101938742
Yarra City Council,3065.0,Northern Metropolitan,3.0,2.0,2.0,5825.0,136.0,2.1,-37.797259999999994,144.98113
Yarra City Council,3065.0,Northern Metropolitan,3.0,3.0,1.0,5825.0,95.0,2.1,-37.80105,144.97898999999998
Moreland City Council,3068.0,Northern Metropolitan,4.0,2.0,1.0,6244.0,150.0,3.6,-37.78109,144.97939
Moreland City Council,3068.0,Northern Metropolitan,2.0,1.0,1.0,6244.0,263.0,3.6,-37.7896,144.9844
Moreland City Council,3068.0,Northern Metropolitan,4.0,2.0,3.0,6244.0,406.0,3.6,-37.78624,144.99343000000002
Moreland City Council,3068.0,Northern Metropolitan,2.0,2.0,1.0,6244.0,512.0,3.6,-37.78247,144.98415
Moreland City Council,3068.0,Northern Metropolitan,3.0,2.0,2.0,6244.0,139.0,3.6,-37.781890000000004,144.98434
Melbourne City Council,3031.0,Northern Metropolitan,3.0,1.0,2.0,3593.0,512.0,3.4,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3011.0,Western Metropolitan,3.0,1.0,2.0,7570.0,512.0,5.1,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3011.0,Western Metropolitan,2.0,1.0,2.0,7570.0,197.0,5.1,-37.79653,144.8987
Maribyrnong City Council,3011.0,Western Metropolitan,3.0,1.0,2.0,7570.0,512.0,5.1,-37.80696302719972,144.99671101938742
Whitehorse City Council,3131.0,Eastern Metropolitan,2.0,1.0,1.0,4385.0,247.0,15.4,-37.83939,145.16743
Whitehorse City Council,3131.0,Eastern Metropolitan,3.0,1.0,2.0,4385.0,666.0,15.4,-37.85133,145.16943
Frankston City Council,3199.0,South-Eastern Metropolitan,3.0,1.0,1.0,17055.0,653.0,38.0,-38.14354,145.13891
Frankston City Council,3199.0,South-Eastern Metropolitan,3.0,2.0,2.0,7566.0,1004.0,38.0,-38.15838,145.1122
Macedon Ranges Shire Council,3437.0,Northern Victoria,3.0,1.0,2.0,3376.0,512.0,45.9,-37.80696302719972,144.99671101938742
Macedon Ranges Shire Council,3437.0,Northern Victoria,4.0,3.0,2.0,3376.0,1011.0,45.9,-37.49024,144.58636
Hume City Council,3043.0,Western Metropolitan,4.0,2.0,4.0,3285.0,557.0,12.9,-37.68187,144.88881999999998
Glen Eira City Council,3163.0,Southern Metropolitan,3.0,1.0,2.0,2403.0,512.0,10.1,-37.80696302719972,144.99671101938742
Boroondara City Council,3146.0,Southern Metropolitan,3.0,2.0,2.0,10412.0,474.0,7.3,-37.85629,145.0663
Boroondara City Council,3146.0,Southern Metropolitan,3.0,1.0,2.0,10412.0,512.0,7.3,-37.80696302719972,144.99671101938742
Boroondara City Council,3146.0,Southern Metropolitan,4.0,3.0,2.0,10412.0,868.0,7.3,-37.86185,145.04527
Boroondara City Council,3146.0,Southern Metropolitan,3.0,2.0,2.0,10412.0,400.0,7.3,-37.8557,145.06655
Monash City Council,3150.0,Eastern Metropolitan,3.0,1.0,2.0,15321.0,512.0,16.7,-37.80696302719972,144.99671101938742
Monash City Council,3150.0,Eastern Metropolitan,4.0,1.0,1.0,15321.0,729.0,16.7,-37.89009,145.15757
Monash City Council,3150.0,Eastern Metropolitan,3.0,1.0,2.0,15321.0,512.0,16.7,-37.80696302719972,144.99671101938742
Monash City Council,3150.0,Eastern Metropolitan,3.0,1.0,2.0,15321.0,512.0,16.7,-37.80696302719972,144.99671101938742
Moreland City Council,3046.0,Northern Metropolitan,2.0,1.0,3.0,8870.0,690.0,11.2,-37.697379999999995,144.92401999999998
Moreland City Council,3046.0,Northern Metropolitan,4.0,1.0,4.0,8870.0,590.0,11.2,-37.707159999999995,144.93743999999998
Banyule City Council,3088.0,Northern Metropolitan,4.0,2.0,2.0,8524.0,777.0,16.1,-37.68676,145.10485
Banyule City Council,3088.0,Northern Metropolitan,3.0,1.0,2.0,8524.0,720.0,16.1,-37.71139,145.09994
Banyule City Council,3088.0,Northern Metropolitan,3.0,1.0,2.0,8524.0,512.0,16.1,-37.80696302719972,144.99671101938742
Banyule City Council,3088.0,Northern Metropolitan,3.0,1.0,2.0,8524.0,512.0,16.1,-37.80696302719972,144.99671101938742
Banyule City Council,3088.0,Northern Metropolitan,4.0,2.0,2.0,8524.0,665.0,16.1,-37.713640000000005,145.10738
Banyule City Council,3088.0,Northern Metropolitan,6.0,4.0,2.0,8524.0,705.0,16.1,-37.6945,145.12666000000002
Banyule City Council,3088.0,Northern Metropolitan,3.0,2.0,2.0,8524.0,674.0,16.1,-37.718309999999995,145.09551000000002
Banyule City Council,3088.0,Northern Metropolitan,3.0,1.0,2.0,8524.0,565.0,16.1,-37.70173,145.09465
Hume City Council,3059.0,Northern Metropolitan,3.0,2.0,2.0,4864.0,200.0,20.4,-37.62514,144.88173
Hume City Council,3059.0,Northern Metropolitan,4.0,3.0,2.0,4864.0,908.0,20.4,-37.6607,144.9035
Hume City Council,3059.0,Northern Metropolitan,4.0,2.0,2.0,4864.0,448.0,20.4,-37.6102,144.88673
Hume City Council,3059.0,Northern Metropolitan,4.0,2.0,2.0,4864.0,401.0,20.4,-37.616659999999996,144.88842
Moreland City Council,3046.0,Northern Metropolitan,4.0,2.0,1.0,2606.0,583.0,11.2,-37.70947,144.94664
Moreland City Council,3046.0,Northern Metropolitan,3.0,1.0,0.0,2606.0,737.0,11.2,-37.70783,144.94593
Bayside City Council,3188.0,Southern Metropolitan,4.0,2.0,2.0,5454.0,816.0,13.8,-37.9425,145.01471999999998
Bayside City Council,3188.0,Southern Metropolitan,4.0,2.0,1.0,5454.0,784.0,13.8,-37.9352,145.00071
Bayside City Council,3188.0,Southern Metropolitan,2.0,1.0,2.0,5454.0,277.0,13.8,-37.93428,145.02357
Boroondara City Council,3122.0,Southern Metropolitan,3.0,1.0,2.0,11308.0,512.0,5.3,-37.80696302719972,144.99671101938742
Boroondara City Council,3122.0,Southern Metropolitan,3.0,1.0,0.0,11308.0,234.0,5.3,-37.820609999999995,145.04254
Boroondara City Council,3122.0,Southern Metropolitan,5.0,2.0,5.0,11308.0,1671.0,5.3,-37.8268,145.03041000000002
Boroondara City Council,3122.0,Southern Metropolitan,4.0,2.0,3.0,11308.0,723.0,5.3,-37.815290000000005,145.02777
Boroondara City Council,3122.0,Southern Metropolitan,3.0,1.0,2.0,11308.0,512.0,5.3,-37.80696302719972,144.99671101938742
Boroondara City Council,3123.0,Southern Metropolitan,2.0,1.0,1.0,6482.0,360.0,6.2,-37.83453,145.04508
Boroondara City Council,3123.0,Southern Metropolitan,3.0,1.0,2.0,6482.0,512.0,6.2,-37.80696302719972,144.99671101938742
Kingston City Council,3202.0,South-Eastern Metropolitan,3.0,1.0,2.0,1048.0,551.0,18.7,-37.95313,145.08308
Maroondah City Council,3135.0,Eastern Metropolitan,4.0,2.0,3.0,3794.0,866.0,21.3,-37.83628,145.24784
Maroondah City Council,3135.0,Eastern Metropolitan,2.0,1.0,2.0,3794.0,758.0,21.3,-37.826609999999995,145.24448999999998
Maroondah City Council,3135.0,Eastern Metropolitan,3.0,2.0,2.0,3794.0,768.0,21.3,-37.83057,145.25398
Banyule City Council,3084.0,Eastern Metropolitan,3.0,1.0,2.0,2890.0,512.0,8.9,-37.80696302719972,144.99671101938742
Bayside City Council,3190.0,Southern Metropolitan,3.0,1.0,2.0,4794.0,512.0,16.0,-37.80696302719972,144.99671101938742
Bayside City Council,3190.0,Southern Metropolitan,4.0,2.0,3.0,4794.0,339.0,16.0,-37.95075,145.02513000000002
Bayside City Council,3190.0,Southern Metropolitan,4.0,2.0,4.0,4794.0,324.0,16.0,-37.94784,145.03048
Brimbank City Council,3037.0,Western Metropolitan,3.0,1.0,2.0,5556.0,512.0,18.0,-37.80696302719972,144.99671101938742
Brimbank City Council,3037.0,Western Metropolitan,4.0,3.0,2.0,5556.0,720.0,18.0,-37.683690000000006,144.74022
Wyndham City Council,3029.0,Western Metropolitan,3.0,2.0,2.0,13830.0,571.0,18.4,-37.85402,144.67333
Wyndham City Council,3029.0,Western Metropolitan,4.0,2.0,1.0,13830.0,612.0,18.4,-37.87616,144.69071
Wyndham City Council,3029.0,Western Metropolitan,3.0,1.0,6.0,13830.0,709.0,18.4,-37.881370000000004,144.69321000000002
Wyndham City Council,3029.0,Western Metropolitan,3.0,2.0,2.0,13830.0,577.0,18.4,-37.8664,144.71177
Wyndham City Council,3029.0,Western Metropolitan,5.0,2.0,2.0,13830.0,700.0,18.4,-37.8547,144.70532
Wyndham City Council,3029.0,Western Metropolitan,3.0,2.0,6.0,13830.0,548.0,18.4,-37.8787,144.68653
Wyndham City Council,3029.0,Western Metropolitan,3.0,1.0,0.0,13830.0,537.0,18.4,-37.88248,144.69335
Wyndham City Council,3029.0,Western Metropolitan,4.0,2.0,2.0,13830.0,545.0,18.4,-37.86782,144.6696
Banyule City Council,3079.0,Eastern Metropolitan,3.0,1.0,2.0,5549.0,512.0,7.8,-37.80696302719972,144.99671101938742
Banyule City Council,3079.0,Eastern Metropolitan,4.0,2.0,0.0,5549.0,650.0,7.8,-37.76432,145.04201
Banyule City Council,3079.0,Eastern Metropolitan,3.0,1.0,2.0,5549.0,512.0,7.8,-37.80696302719972,144.99671101938742
Banyule City Council,3079.0,Eastern Metropolitan,3.0,1.0,2.0,5549.0,512.0,7.8,-37.80696302719972,144.99671101938742
Banyule City Council,3079.0,Eastern Metropolitan,4.0,3.0,3.0,5549.0,640.0,7.8,-37.77661,145.04658999999998
Banyule City Council,3079.0,Eastern Metropolitan,3.0,1.0,2.0,1554.0,512.0,7.8,-37.80696302719972,144.99671101938742
Banyule City Council,3079.0,Eastern Metropolitan,2.0,1.0,1.0,1554.0,563.0,7.8,-37.77663,145.05673000000002
Banyule City Council,3079.0,Eastern Metropolitan,4.0,2.0,2.0,1554.0,605.0,7.8,-37.77454,145.05212
Hume City Council,3047.0,Northern Metropolitan,4.0,2.0,4.0,851.0,905.0,14.0,-37.68209,144.9067
Brimbank City Council,3021.0,Western Metropolitan,4.0,2.0,2.0,1202.0,526.0,14.0,-37.73152,144.82612
Brimbank City Council,3036.0,Western Metropolitan,6.0,3.0,2.0,2339.0,538.0,14.5,-37.72104,144.8237
Brimbank City Council,3033.0,Western Metropolitan,3.0,1.0,2.0,5629.0,536.0,11.7,-37.74804,144.86747
Brimbank City Council,3033.0,Western Metropolitan,3.0,1.0,2.0,5629.0,512.0,11.7,-37.80696302719972,144.99671101938742
Brimbank City Council,3033.0,Western Metropolitan,4.0,2.0,3.0,5629.0,648.0,11.7,-37.73247,144.87241
Brimbank City Council,3033.0,Western Metropolitan,3.0,1.0,2.0,5629.0,561.0,11.7,-37.746179999999995,144.86078
Melbourne City Council,3031.0,Northern Metropolitan,3.0,2.0,0.0,5263.0,146.0,3.4,-37.79611,144.93305
Melbourne City Council,3031.0,Northern Metropolitan,3.0,1.0,2.0,5263.0,512.0,3.4,-37.80696302719972,144.99671101938742
Boroondara City Council,3101.0,Southern Metropolitan,4.0,2.0,1.0,10331.0,715.0,5.4,-37.80877,145.04594
Boroondara City Council,3101.0,Southern Metropolitan,4.0,2.0,2.0,10331.0,439.0,5.4,-37.80107,145.04345
Boroondara City Council,3101.0,Southern Metropolitan,3.0,1.0,2.0,10331.0,512.0,5.4,-37.80696302719972,144.99671101938742
Boroondara City Council,3101.0,Southern Metropolitan,3.0,1.0,2.0,10331.0,512.0,5.4,-37.80696302719972,144.99671101938742
Boroondara City Council,3101.0,Southern Metropolitan,4.0,3.0,2.0,10331.0,369.0,5.4,-37.810829999999996,145.04567
Boroondara City Council,3102.0,Southern Metropolitan,4.0,2.0,3.0,2671.0,696.0,7.3,-37.796659999999996,145.04834
Darebin City Council,3083.0,Northern Metropolitan,3.0,1.0,1.0,1414.0,550.0,12.1,-37.71795,145.03203
Maribyrnong City Council,3012.0,Western Metropolitan,3.0,1.0,2.0,1808.0,512.0,6.4,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3012.0,Western Metropolitan,2.0,1.0,0.0,1808.0,279.0,6.4,-37.81086,144.87977
Melton City Council,3337.0,Northern Victoria,4.0,2.0,2.0,3553.0,897.0,31.7,-37.66008,144.59833
Frankston City Council,3910.0,Eastern Victoria,5.0,3.0,3.0,8743.0,660.0,41.0,-38.156890000000004,145.18111000000002
Hobsons Bay City Council,3028.0,Western Metropolitan,3.0,1.0,3.0,2004.0,614.0,15.5,-37.86419,144.76774
Hobsons Bay City Council,3028.0,Western Metropolitan,3.0,1.0,2.0,2004.0,548.0,15.5,-37.84859,144.7796
Banyule City Council,3093.0,Eastern Metropolitan,3.0,2.0,1.0,1624.0,417.0,14.6,-37.72775,145.12034
Banyule City Council,3093.0,Eastern Metropolitan,1.0,1.0,1.0,1624.0,380.0,14.6,-37.72773,145.12022
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Banyule City Council,3085.0,Northern Metropolitan,3.0,1.0,2.0,4168.0,512.0,12.7,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3012.0,Western Metropolitan,3.0,1.0,2.0,3873.0,512.0,6.4,-37.80696302719972,144.99671101938742
Maribyrnong City Council,3012.0,Western Metropolitan,3.0,1.0,1.0,3873.0,332.0,6.4,-37.78784,144.87843
Stonnington City Council,3144.0,Southern Metropolitan,3.0,1.0,2.0,4675.0,512.0,5.9,-37.80696302719972,144.99671101938742
Stonnington City Council,3144.0,Southern Metropolitan,4.0,2.0,2.0,4675.0,786.0,5.9,-37.86202,145.03635
